specObjID,objID,z,zErr,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z
2194537030828976128,1237664871900578002,0.04954692,2.502304E-05,20.16205,18.44339,17.66506,17.33712,17.08094,0.07296906,0.008367896,0.006554231,0.006822997,0.01550643
2232762102475417600,1237664338248401002,0.08275426,7.04289E-06,17.99485,17.06291,16.71417,16.39665,16.33389,0.01888358,0.004651447,0.004836239,0.005065983,0.01560917
2271101248839116800,1237665443130835002,0.1927578,1.238516E-05,19.18097,17.96058,17.23327,16.87342,16.75925,0.05443639,0.008095049,0.006461196,0.007140628,0.0206327
2415196658087258112,1237665180061729002,0.1751492,2.548277E-05,20.79688,18.85713,17.70296,17.20832,16.81383,0.1206063,0.01088311,0.00694156,0.006540172,0.01668112
2792240354793908224,1237668495239414002,0.08499337,1.971898E-05,19.81761,18.19381,17.35303,16.95034,16.64676,0.07603215,0.009485445,0.007084464,0.007183103,0.01925069
2808114559338964992,1237668495779365002,0.2189829,1.205724E-05,19.54597,18.39561,17.61461,17.23242,16.99772,0.05933506,0.00954341,0.007810076,0.007862405,0.02394244
2813766049139288064,1237668495780217002,0.07735089,8.842508E-06,18.68783,17.53658,17.01038,16.64633,16.47446,0.03945833,0.006800742,0.00658811,0.006806722,0.02303066
2916145699953338368,1237671260671312002,0.03321509,8.155645E-06,17.79822,16.15793,15.26451,14.75234,14.35436,0.02022256,0.00402005,0.003179654,0.002786203,0.004552059
2921843094867437568,1237668495783887002,0.02288573,4.410859E-05,20.33058,18.60899,17.88681,17.53958,17.31826,0.1493438,0.01375296,0.01148081,0.01263147,0.04614438
519145442215225344,1237652900770808002,0.1442825,8.563184E-06,20.21739,18.1952,17.51762,17.10332,16.83155,0.1119825,0.009162555,0.007848828,0.008055905,0.025494
708344457686181888,1237651715336438002,0.1405289,3.417696E-05,19.92529,18.15412,17.12718,16.64027,16.24136,0.07671295,0.008808751,0.006166129,0.006188155,0.01595287
708355177924552704,1237651715873440002,0.07376119,1.764904E-05,18.6346,17.3456,16.72724,16.38363,16.16283,0.02916912,0.005496258,0.004921081,0.005760722,0.01510364
709390368105326592,1237655128767595002,0.03483972,1.434386E-05,17.92715,16.75704,16.27559,16.09724,15.84758,0.0465286,0.008299784,0.00797761,0.009840343,0.02756617
712805451707738112,1237671936041288002,0.1455448,2.570374E-05,19.8013,18.2897,17.57944,17.19342,16.97597,0.1060079,0.0107168,0.008945576,0.009498729,0.03478944
744352090985359360,1237652900757242002,0.2083714,3.331457E-05,22.16931,18.84151,17.48043,16.95803,16.58426,0.6537248,0.01526392,0.007997497,0.007763489,0.02199695
892962086068447232,1237655349424292002,0.06550687,1.316742E-05,18.8611,17.64282,17.1134,16.83471,16.72361,0.04599539,0.007863168,0.007294248,0.009230079,0.02936376
1114679706914940928,1237656568117920002,0.02674317,1.011653E-05,17.16275,15.28701,14.41894,13.9892,13.63439,0.01643041,0.002714291,0.002267898,0.002262468,0.003871543
1486288253756663808,1237661388675023002,0.146589,3.517644E-05,19.98088,17.96025,16.84479,16.40329,16.06369,0.08931429,0.007782283,0.004937584,0.004804984,0.00983615
1491976027457480704,1237661388141691002,0.1568742,2.46634E-05,20.06581,17.97778,16.80352,16.3015,15.92955,0.08909547,0.00854254,0.005024003,0.004847303,0.009379118
1551518435408635904,1237662193997775002,0.1622139,2.300534E-05,20.61714,18.71572,17.67869,17.25664,16.93429,0.1155927,0.01128474,0.007377201,0.007332851,0.01634776
1565149357295036416,1237662307272098002,0.03311443,8.220123E-06,19.10776,17.97378,17.41537,17.11612,16.88115,0.02644943,0.006413843,0.00549888,0.006041028,0.01277902
1773423528641587200,1237662307275506002,0.1103676,2.665527E-05,18.99734,17.53686,16.70402,16.30822,16.01851,0.04174423,0.006691198,0.004957295,0.005403577,0.0126549
2002016675523749888,1237668348133966002,0.03603188,1.236004E-05,18.56112,16.79986,15.98267,15.60923,15.29573,0.02073209,0.003956763,0.00323539,0.003174254,0.005064159
2051390233240430592,1237662263254123002,0.1306079,4.128646E-05,20.54527,18.61105,17.55205,17.11922,16.7417,0.0953723,0.009392818,0.006349265,0.00632105,0.01412857
2055963107586500608,1237655742940578002,0.08202117,8.276851E-06,19.39557,18.3129,17.80924,17.50447,17.40726,0.05749396,0.0109691,0.01042982,0.01259437,0.03567464
2057165149210437632,1237655744552436002,0.3551083,6.476624E-05,21.6593,19.72468,17.9668,17.36339,16.98818,0.308866,0.02838206,0.009734258,0.00885988,0.01995647
2225975092628711424,1237664294221644002,0.1970971,2.078552E-05,19.71213,18.13128,17.10456,16.66272,16.3305,0.06431211,0.008688594,0.005932953,0.005820874,0.01256441
2272125174511855616,1237664819291685002,0.0367448,1.553575E-05,19.41694,17.64335,16.79691,16.36864,15.97001,0.09920261,0.007618717,0.006092411,0.006035744,0.01598252
2518718969934800896,1237667252943651002,0.2324809,5.223987E-05,21.67693,19.42915,17.97433,17.40747,17.0447,0.2093432,0.01660611,0.007959067,0.007303561,0.01600147
2527817984785803264,1237665532244984002,0.1757502,6.025479E-05,20.45795,18.78746,17.51077,16.99398,16.58458,0.1101632,0.01151622,0.006846725,0.006359252,0.01616624
2584012641739499520,1237667293192651002,0.1038586,2.04533E-05,19.81485,17.935,16.96635,16.46794,16.07156,0.05966652,0.006990426,0.005082409,0.004717496,0.01018852
2800154639507417088,1237668584894628002,0.1141458,1.941901E-05,19.30558,17.29388,16.31713,15.87519,15.48718,0.06686775,0.006367432,0.00462427,0.004486536,0.009281154
2823844992303261696,1237668584898429002,0.1447257,1.490119E-05,19.77469,18.35126,17.40779,16.91194,16.56123,0.06789365,0.009702612,0.006815787,0.006534349,0.01506426
2828313132714190848,1237668623546319002,0.1249448,1.64959E-05,20.16672,18.5872,17.75176,17.32723,16.98145,0.0795074,0.01041363,0.007756499,0.00758009,0.01808783
2828393397063018496,1237668624083452002,0.02277645,1.359182E-05,18.26059,16.9712,16.35004,16.05382,15.81067,0.0376172,0.006480751,0.005899694,0.006889055,0.02317875
2990429535343765504,1237667910592168002,0.08076721,3.484526E-05,20.4957,18.62846,17.71515,17.32318,17.00399,0.1064188,0.01030914,0.007376,0.007446022,0.01710151
3323788268004206592,1237655469672956002,0.1588541,2.870143E-05,20.45012,18.33091,17.11238,16.60415,16.25147,0.08816779,0.008568598,0.005020875,0.004856296,0.009332014
3327124736089024512,1237655469675250002,0.05840933,4.882683E-06,18.56299,17.63449,17.36495,17.07633,17.00774,0.02700709,0.006394566,0.006483932,0.007337919,0.02078805
323301257605310464,1237648705114276002,0.07810582,2.285234E-05,19.67876,18.10032,17.32881,16.93653,16.67032,0.05174258,0.008099841,0.006124755,0.006474272,0.01470182
330023940971849728,1237648705118929002,0.1300252,2.533676E-05,20.41487,18.55992,17.48893,17.03538,16.65946,0.06388176,0.008495671,0.005534573,0.005581553,0.01089571
371572022909626368,1237650369407615002,0.08792223,2.194437E-05,20.22016,18.19061,17.2528,16.82829,16.51608,0.05203018,0.006546813,0.004866449,0.004854979,0.009969227
525850263970408448,1237648722283332002,0.2067947,3.491042E-05,21.01331,18.91981,17.55149,17.02786,16.64489,0.140695,0.01328105,0.006670001,0.006594534,0.01400837
545076599272269824,1237651272427635002,0.375572,0.0001100954,22.86001,20.87365,19.04609,18.33962,17.88176,0.8055216,0.06827056,0.02172489,0.01718351,0.04541222
561892806344337408,1237651252578550002,0.1387172,2.081307E-05,20.09754,18.24886,17.18884,16.764,16.39618,0.07762685,0.00835242,0.005554557,0.005422053,0.01138287
930035967631321088,1237674290221220002,0.0552211,3.943695E-05,20.45554,18.54293,17.68217,17.25209,16.93383,0.08691624,0.01026602,0.006894016,0.007009818,0.01373626
1131682008964032512,1237657590313124002,0.1349402,6.853849E-06,19.25727,18.80882,18.64782,18.55247,18.60234,0.02815524,0.008942939,0.01013784,0.01173016,0.04082058
1136051192305051648,1237657589779923002,0.1359458,1.605179E-05,19.87125,18.42466,17.54818,17.17028,16.85349,0.07341035,0.00970912,0.007069404,0.007301122,0.01724717
1393967210208192512,1237660584982348002,0.104707,2.825435E-05,19.46766,18.02561,17.09901,16.69666,16.39258,0.04005324,0.007552364,0.00534177,0.005883327,0.01319975
1610047912266459136,1237661382777635002,0.05054402,7.584411E-06,18.63643,17.47863,17.0192,16.71991,16.5843,0.02528971,0.005597108,0.005319312,0.006605029,0.01348159
1797074840084047872,1237661383310967002,0.05360249,1.275753E-05,18.68145,17.28581,16.60076,16.24559,15.94797,0.03120513,0.005434146,0.004538049,0.004368459,0.01088086
1926445311362885632,1237661949733110002,0.08840914,1.9296E-05,19.52965,18.05429,17.35243,17.01849,16.72775,0.05528657,0.00784911,0.006352338,0.00630528,0.01512951
1941113351669049344,1237661949739205002,0.3563944,7.622291E-05,21.26186,20.14627,18.43521,17.84851,17.45116,0.2599586,0.04148164,0.01432685,0.01149005,0.02917044
1983963511377651712,1237661070333903002,0.09553918,1.808196E-05,18.71174,16.80765,15.8465,15.41316,15.06618,0.03038674,0.004445432,0.003317924,0.003571664,0.00688048
2085296429135325184,1237664887462101002,0.3737281,8.832777E-05,24.49638,20.91055,19.06907,18.35845,17.84041,2.657662,0.06391434,0.02105917,0.01649624,0.04039662
2739346698152208384,1237670964846199002,0.1289453,2.712587E-05,19.37078,17.72065,16.77003,16.31177,15.9562,0.0653296,0.008319302,0.005945958,0.005864625,0.01461424
2894850631611213824,1237671261732209002,0.1121789,8.437277E-06,19.13812,18.28716,17.81231,17.57068,17.37896,0.04943421,0.009939524,0.00966012,0.01069375,0.03859785
2900385573665531904,1237671260662989002,0.1059434,1.308247E-05,20.15799,18.58176,17.79092,17.32292,17.01704,0.06786776,0.009903695,0.007705076,0.007271628,0.01491832
2902656340172236800,1237671261201957002,0.1876605,4.835248E-05,22.48631,20.19174,18.85868,18.37089,18.0338,0.2861752,0.01955812,0.0104855,0.009667581,0.02286826
2913913416454268928,1237671260133327002,0.1463022,3.61959E-05,20.98137,18.84508,17.71019,17.20987,16.86342,0.103735,0.01111944,0.006518526,0.006110818,0.0124559
3121165591809910784,1237667736131535002,0.06509117,7.983112E-06,19.17179,17.98467,17.49204,17.16863,17.00472,0.04363877,0.008783813,0.008513777,0.01073229,0.02567315
620431630124738560,1237654381439222002,0.05319173,2.149937E-05,20.3883,18.46995,17.6402,17.25885,16.93765,0.06306127,0.008141363,0.006016051,0.006047843,0.01249013
1148579029083777024,1237657591398269002,0.03118149,2.375256E-05,19.79028,18.22799,17.49888,17.14561,16.92038,0.08699696,0.009862241,0.008246976,0.009060551,0.02465322
1606747178259212288,1237661383848952002,0.1461164,3.589806E-05,20.31863,18.5152,17.61974,17.23656,16.96829,0.08227494,0.01054668,0.007188575,0.007320877,0.01562483
1606776865073162240,1237661384386216002,0.02315757,7.941548E-06,16.30957,14.51178,13.66529,13.271,12.94631,0.008750382,0.001997054,0.001818581,0.00182043,0.002459731
2026792245927110656,1237662239084708002,0.02324826,1.015048E-05,18.3907,17.16326,16.68491,16.407,16.17547,0.03545128,0.006020231,0.005919498,0.006321789,0.0155094
2086467959311591424,1237662224091251002,0.09768075,2.161461E-05,19.97552,17.84043,16.84812,16.41165,16.00842,0.05988498,0.006539497,0.004759862,0.004730149,0.008763211
2267661426476738560,1237662225685283002,0.3701771,7.65588E-05,23.48867,20.4563,18.67959,18.06909,17.66621,1.084272,0.03573124,0.01289046,0.01192888,0.0259184
2350975821113485312,1237662225681613002,0.03287769,5.62262E-06,18.24861,17.31221,16.98454,16.81671,16.66722,0.02963813,0.007183283,0.007051858,0.009347538,0.0301244
2405002798862198784,1237665548353864002,0.0814633,2.112024E-05,19.15177,17.86335,17.23483,16.88617,16.77624,0.0733031,0.01006221,0.008481407,0.009030192,0.0276916
2439980744269916160,1237665532795159002,0.1087513,2.904726E-05,19.69628,18.24484,17.47235,17.09187,16.79642,0.05809739,0.0084465,0.006475677,0.00748929,0.01872232
2473750039290210304,1237665532797715002,0.1403789,2.465715E-05,20.28092,18.35769,17.20099,16.71728,16.35875,0.08938647,0.009155435,0.005625953,0.005916025,0.01236391
2808145620542449664,1237668585970598002,0.1347705,1.871698E-05,19.79823,17.94276,16.84966,16.39021,16.03992,0.07229454,0.007537398,0.005078584,0.00478053,0.01150457
3124388535369492480,1237667781775393002,0.1061209,1.845106E-05,20.01216,17.94974,16.93139,16.46625,16.12003,0.07310203,0.007093335,0.004949307,0.004781246,0.009580959
3249381016594311168,1237671930135118002,0.1464457,2.849618E-05,19.96733,18.3566,17.50392,17.09847,16.80548,0.08764128,0.01214643,0.00846091,0.008313109,0.02107644
304160132642662400,1237651752388133002,0.1213664,2.882276E-05,19.99534,18.01808,17.00351,16.56417,16.19186,0.08104926,0.00844403,0.005635156,0.00566961,0.01274413
338998159122393088,1237648705125155002,0.1805228,3.476252E-05,20.67815,18.70826,17.50539,17.00774,16.64228,0.1201797,0.01228136,0.006998705,0.00696179,0.01481644
393026232289093632,1237671939803251002,0.1218382,8.744049E-06,19.36328,18.12211,17.3922,17.01829,16.70686,0.06093789,0.008799084,0.007109606,0.007344558,0.02024004
413281990251407360,1237651224636687002,0.4599653,9.028083E-05,22.97321,21.23067,19.46448,18.63447,18.10501,0.8787405,0.08238816,0.02888314,0.02102107,0.04855624
481954460952717312,1237653650774950002,0.06054424,3.409173E-05,20.25982,18.1738,17.10202,16.55384,16.12181,0.08825109,0.009381831,0.005772523,0.005284837,0.01067795
575352488807393280,1237654029254525002,0.1262831,2.551633E-05,20.28463,18.30323,17.26852,16.82879,16.48213,0.07480863,0.008472972,0.005720274,0.005768742,0.01245146
577643860184819712,1237654028718965002,0.093803,1.324031E-05,18.84698,17.3691,16.62398,16.20616,15.93573,0.03207122,0.005993426,0.004831621,0.005077084,0.01294273
704959886118643712,1237651251516277002,0.1353847,3.479254E-05,20.53567,18.67034,17.66156,17.24402,16.94141,0.0842307,0.009458844,0.006663603,0.006350213,0.01582236
837728942084352000,1237656494571848002,0.3312307,5.917329E-05,22.44911,20.08708,18.40257,17.75823,17.32852,0.5742627,0.03266768,0.01233169,0.01073987,0.02480414
1464945087434745856,1237661064948679002,0.09306061,1.94696E-05,19.94395,17.89585,16.9423,16.50435,16.13475,0.06577692,0.006792818,0.00479857,0.004649345,0.009824295
1575181851645995008,1237661434322551002,0.286651,7.130552E-05,21.88741,19.69033,17.9918,17.34861,16.9462,0.3378738,0.02552604,0.0104887,0.009386982,0.02299691
1817319874855200768,1237661950254842002,0.2997889,9.30902E-05,23.585,20.14429,18.53059,17.9085,17.66827,1.708975,0.03473321,0.01391652,0.0105981,0.03092537
1818489755998906368,1237661950255825002,0.08442391,2.93527E-05,20.5509,18.63398,17.69347,17.25509,16.95774,0.09707497,0.009646866,0.006785172,0.006127197,0.01438692
1819563704031668224,1237661950256022002,0.4664978,0.0001614601,23.37658,21.59079,19.65656,18.83601,18.43764,1.165117,0.09800264,0.02716327,0.01710927,0.04830953
1916420507536746496,1237661950264935002,0.4124915,0.0001140176,23.36452,21.0835,19.21193,18.47819,18.0815,1.057713,0.05602232,0.01823683,0.01357833,0.03504365
2250827904176908288,1237665127470203002,0.1738999,2.63142E-05,19.93303,18.35018,17.32666,16.88517,16.54415,0.08424446,0.009704096,0.006538115,0.006491813,0.01575066
2281134021540866048,1237665127462011002,0.0586849,1.463464E-05,18.27147,16.27076,15.36562,14.92888,14.59152,0.02739876,0.003565217,0.002873986,0.002870024,0.005072546
2291207742460815360,1237665025439826002,0.166398,4.140606E-05,20.66061,18.81118,17.74128,17.22219,16.87953,0.1160942,0.01116628,0.007111602,0.006596999,0.01781833
2356589932937504768,1237665227846910002,0.02407055,1.410145E-05,19.2384,18.78576,18.48313,18.2194,18.13324,0.02385517,0.008548416,0.008209937,0.008935289,0.01992948
2391554951651289088,1237665532785066002,0.03101506,9.19228E-06,16.32344,14.81692,13.86646,13.40992,13.02027,0.01093491,0.002392907,0.001988579,0.002014671,0.002989711
3343953311760934912,1237662695967687002,0.3891351,0.0001538196,22.61187,20.85119,19.03184,18.30285,17.8663,0.591628,0.0613518,0.01859347,0.01462008,0.03303031
505626946583947264,1237651191895753002,0.04967882,4.629675E-06,18.23235,17.32624,17.13955,16.92872,16.85388,0.02079004,0.005580517,0.006341639,0.007158827,0.01989827
548485085922355200,1237651538706039002,0.1951762,7.67765E-06,19.80011,19.00659,18.5053,18.2367,18.18396,0.04154254,0.01079698,0.01025747,0.01130617,0.03752903
551733592791738368,1237651538708857002,0.07758131,9.78045E-06,18.36765,16.49271,15.56587,15.08518,14.68688,0.03438029,0.004139719,0.003139793,0.003105713,0.006715084
569856569634744320,1237651754002088002,0.06811934,1.945808E-05,19.69143,17.935,17.00186,16.55145,16.19876,0.06435536,0.007610781,0.005546954,0.005485369,0.01371939
570965982420428800,1237651754002809002,0.2152045,4.420762E-05,21.35662,19.02635,17.63278,17.09478,16.72119,0.2853035,0.01744451,0.008807588,0.008197476,0.02294761
578776357245315072,1237651754008445002,0.02796336,1.371091E-05,18.33914,16.73217,16.05077,15.70399,15.44823,0.02903129,0.004474626,0.003863655,0.004051896,0.01057753
581112819840215040,1237651737904546002,0.0912208,3.183885E-05,20.32746,18.34558,17.41399,17.00248,16.63673,0.1094472,0.009408948,0.006630632,0.007125601,0.0167832
663222149816805376,1237651821639500002,0.2710142,4.467409E-05,21.82203,19.107,17.43768,16.83855,16.45082,0.6020855,0.02465323,0.009378862,0.007956374,0.02039877
701524736814901248,1237651538188829002,0.138395,3.427031E-05,20.36155,18.2864,17.17378,16.75754,16.39087,0.09233794,0.008433314,0.005696099,0.005740489,0.01345882
1125951903109244928,1237658423016948002,0.2986955,6.157843E-05,26.20532,20.00582,18.40517,17.82491,17.42333,0.8775735,0.02914544,0.01168904,0.01018967,0.02131807
1339902022920464384,1237658423541629002,0.03550923,8.810292E-06,18.42524,17.28915,16.80769,16.51824,16.32088,0.03735987,0.007224521,0.00696632,0.007493549,0.0242568
1556016263505930240,1237662305654735002,0.1262729,5.834841E-05,20.15045,18.47167,17.49117,17.08018,16.72981,0.08569182,0.01098268,0.007516128,0.007906641,0.01857523
1629348466482243584,1237662195061883002,0.048628,1.629129E-05,18.85885,17.27596,16.49712,16.12824,15.85096,0.03171011,0.004905708,0.004115862,0.003973371,0.008810378
1772307524054181888,1237662666962502002,0.06664842,6.755484E-06,19.18012,17.49111,16.58554,16.08092,15.70257,0.04583549,0.006204722,0.004543496,0.004371888,0.00969322
1776684680179902464,1237662619725726002,0.05061522,1.461168E-05,19.15294,17.12675,16.20959,15.78872,15.46445,0.0356259,0.004583453,0.003546461,0.003486106,0.006581191
1936617173661280256,1237661950273782002,0.176981,3.284677E-05,20.69229,18.74906,17.55933,17.09363,16.76427,0.11492,0.01027311,0.006324312,0.005674328,0.01302748
1945719195291379712,1237668330963272002,0.2012736,1.647445E-05,19.47181,18.31791,17.53973,17.11131,16.83821,0.04521687,0.00940832,0.007077439,0.00771228,0.02064834
1959137082454599680,1237661068706972002,0.08254456,2.25198E-05,18.8573,17.16074,16.36999,15.96795,15.68483,0.033203,0.00500663,0.004060254,0.004097985,0.008347315
1986147142342830080,1237661068187730002,0.1040969,1.333023E-05,19.2094,18.04455,17.51431,17.18845,17.02174,0.04009691,0.008527122,0.00778429,0.009459604,0.03039482
2265457730850416640,1237664817674191002,0.0599469,1.656879E-05,18.6501,17.31294,16.78817,16.47333,16.3087,0.04302384,0.008059745,0.006390782,0.006951373,0.02020378
2850803105249912832,1237668270844151002,0.5887249,13.39106,23.11125,21.23761,20.34884,20.00785,19.64459,0.3542513,0.03823439,0.02434331,0.0273126,0.07241542
2929708450323654656,1237668624626811002,0.07939158,1.051368E-05,18.84106,17.06715,16.16089,15.67716,15.30392,0.05113827,0.005679539,0.00444318,0.004415791,0.01106729
587777234811512832,1237671266033992002,0.08188791,2.299948E-05,19.55375,17.53184,16.55511,16.11847,15.77209,0.05751866,0.005953312,0.004407046,0.004186385,0.009564297
734149997049702400,1237652946916606002,-0.0001099542,2.550327E-05,25.29078,20.58534,18.36665,17.18607,16.63428,4.734651,0.2115363,0.02800728,0.01510598,0.03402018
738630507100661760,1237652946920145002,0.05265345,6.001013E-06,18.45881,17.47438,17.19624,16.91056,16.83872,0.03277265,0.006790968,0.00696843,0.008105403,0.02533643
740948002700552192,1237652947994870002,0.04426242,7.033486E-06,18.74252,17.65846,17.26747,17.0449,16.86418,0.04556511,0.007713628,0.007777056,0.009431773,0.03372741
890711661734815744,1237655465387557002,0.04352348,6.593432E-06,19.48268,18.01933,17.24681,16.78703,16.49347,0.04133471,0.006802115,0.005204481,0.005337508,0.01177609
1055126312923981824,1237657874865193002,0.09836052,2.910311E-05,20.33701,18.15955,17.15468,16.71606,16.35203,0.07907034,0.007802272,0.005144757,0.005237904,0.01044554
1061866588526897152,1237657874333434002,0.183305,6.769642E-06,19.50541,18.69733,18.27084,17.94837,17.8742,0.03715877,0.008931873,0.008773122,0.008992625,0.03152057
1073068963333695488,1237658311865336002,0.1064651,9.874457E-06,18.66366,17.509,16.84225,16.46029,16.21599,0.02911976,0.006030661,0.004956311,0.00502683,0.01254378
1138370062462248960,1237657590854648002,0.3198987,0.0001104394,21.16994,19.82527,18.19278,17.61281,17.35527,0.2977407,0.03405153,0.01402203,0.0125525,0.04086003
1326422287842306048,1237666209272431002,0.1141016,2.801137E-05,20.14831,18.48294,17.44751,16.9902,16.62104,0.07613628,0.009848039,0.006085602,0.005815042,0.01222739
1389494671163549696,1237660584441676002,0.1297706,4.069036E-05,19.86013,18.12893,17.11161,16.61183,16.16391,0.1103562,0.01298199,0.00893894,0.009164575,0.02366474
1393982328493074432,1237660584445477002,0.171752,4.072659E-05,20.51805,18.57403,17.40592,16.93999,16.59565,0.09698778,0.01019917,0.006329688,0.006252261,0.01689365
1533494690865768448,1237661871323218002,0.05678442,1.0606E-05,18.71032,16.90844,16.04368,15.64708,15.37308,0.02495817,0.004247647,0.003254588,0.003228576,0.006082452
2371220307789768704,1237665015238820002,0.3094381,7.165952E-05,21.86981,19.5794,18.01023,17.46891,17.06615,0.4096256,0.02808473,0.01123324,0.01057995,0.02561115
2381444938291243008,1237665549960741002,0.1777815,3.332874E-05,19.4985,17.78952,16.70593,16.19907,15.84907,0.06747482,0.008215659,0.0052316,0.005102966,0.01069674
2385931774678034432,1237665549424591002,0.1725203,1.403916E-05,19.76617,18.43672,17.73247,17.32842,17.12978,0.07342489,0.009989524,0.008217567,0.0080634,0.0266937
2396006050101749760,1237665549962445002,0.1684005,2.950297E-05,20.7168,18.63298,17.45898,17.00428,16.64824,0.1356612,0.0116718,0.006707518,0.006834794,0.01462624
2400571492107577344,1237665549427409002,0.1208259,3.201074E-05,20.16322,18.11201,17.0526,16.57395,16.21738,0.1130685,0.009055086,0.005847108,0.005387568,0.01387462
2405088011013351424,1237665549965263002,0.1367512,2.566765E-05,20.57667,18.59586,17.48258,17.03646,16.67974,0.09679748,0.00984122,0.006072481,0.006164982,0.01242815
2413934136445134848,1237665548893094002,0.06095476,1.745192E-05,19.46055,17.80342,17.03686,16.67268,16.39227,0.04352989,0.00591727,0.004724536,0.004715867,0.01044274
2430823743921088512,1237665549433635002,0.2136916,4.542011E-05,21.37554,19.22071,17.82666,17.29888,16.89058,0.2519472,0.01651329,0.008324529,0.007726871,0.01981259
2477058200268990464,1237665549437764002,0.03718613,2.277412E-05,19.96185,18.09213,17.30657,16.9312,16.68328,0.0794905,0.007771713,0.005986502,0.006004962,0.0168308
2480405938968750080,1237665549440713002,0.118362,2.955047E-05,20.59166,18.52804,17.44508,16.96993,16.57037,0.1142483,0.0093869,0.005957481,0.005584118,0.01329183
3247137463587596288,1237668611197764002,0.324246,5.013647E-05,22.7041,19.87779,18.15203,17.56171,17.20037,0.8547157,0.02959911,0.01067776,0.009304686,0.02475084
306264323557189632,1237648721220731002,0.09483831,3.017508E-05,20.78447,18.7069,17.7264,17.29029,16.92754,0.08004405,0.009255484,0.00639092,0.006413518,0.01427396
313074972769675264,1237648721224991002,0.1137192,1.402364E-05,20.14166,18.6313,17.85503,17.36667,17.03312,0.05044964,0.008577498,0.006707919,0.0066289,0.01663437
497771210579404800,1237651702450553002,0.3041883,7.916035E-05,21.64248,19.99577,18.19059,17.56621,17.26122,0.4801514,0.04465062,0.01520816,0.01276554,0.03928456
499943570694760448,1237651534409040002,0.08253207,1.022912E-05,19.04207,17.76677,17.17287,16.82532,16.63733,0.04541913,0.008323869,0.007134872,0.007572154,0.02689327
502267113910593536,1237651702451995002,0.4309163,9.549114E-05,23.30651,20.73467,18.99713,18.25695,17.87541,1.635585,0.06726885,0.0230911,0.01826221,0.05570987
520336488169236480,1237652900772643002,0.1239925,2.487363E-05,19.85739,17.64221,16.56052,16.07562,15.67548,0.09309791,0.007133074,0.004835109,0.004754462,0.01157586
543922112348317696,1237660937165734002,0.014229,6.111618E-06,16.3506,14.83384,13.95802,13.52532,13.12821,0.02530036,0.004155602,0.002624869,0.002594046,0.004331772
665451958844286976,1237651822178337002,0.03698904,1.214977E-05,17.02709,15.08091,14.16788,13.74189,13.36137,0.01659568,0.0025156,0.002103448,0.00210188,0.003562432
966196431520032768,1237657628431680002,0.02283232,1.457815E-05,22.49498,23.37494,23.26417,23.37171,22.82691,0.3092373,0.3246801,0.3798302,0.4783342,0.4895682
987444769225467904,1237657628450554002,0.1154387,2.733926E-05,20.4706,18.45633,17.44702,17.02766,16.70863,0.08538757,0.008496533,0.005831404,0.005814657,0.01184543
997557802769606656,1237661957756027002,0.0329782,1.31575E-05,17.35932,15.69525,14.96645,14.58229,14.28804,0.0180353,0.003072626,0.002685945,0.002763346,0.005199758
1463674051942705152,1237658493871522002,0.3138245,8.282019E-05,22.43208,20.2435,18.48425,17.84724,17.4995,0.5585696,0.0342259,0.01273115,0.01155899,0.02845263
1813919360721381376,1237661950789157002,0.1039578,1.096139E-05,18.88656,17.52992,16.79659,16.32964,16.05176,0.03894823,0.006738819,0.005161516,0.004921332,0.009958017
1916400991205353472,1237662199885857002,0.06453362,1.655647E-05,19.3575,17.59587,16.73094,16.32801,16.03759,0.04273294,0.006107871,0.004532213,0.004719421,0.009548123
1922000266601719808,1237662199888413002,0.3192814,7.436079E-05,23.00581,20.35542,18.64932,18.05496,17.6805,0.6948676,0.03507379,0.01289412,0.01214774,0.02700765
1923060189401999360,1237662528456819002,0.2652701,6.533332E-05,21.99437,19.74534,18.20524,17.63259,17.28333,0.3940704,0.02814369,0.01083401,0.00971486,0.02308553
1934323867216537600,1237662199893918002,0.1071441,3.617892E-05,20.43842,18.39553,17.46085,16.98626,16.61003,0.1080541,0.01052878,0.007100582,0.007388771,0.01603877
1945587803651860480,1237662635838866002,0.357624,7.752214E-05,22.68506,20.16571,18.38404,17.74671,17.39884,0.6583432,0.037575,0.01235143,0.01071551,0.02599962
2035745574011037696,1237662246595789002,0.0242997,6.8155E-06,20.82096,20.44314,20.26941,20.20399,19.75596,0.08962801,0.0282075,0.03361357,0.04234056,0.1136353
2036757668021954560,1237662263779066002,0.1063462,3.113148E-05,20.43356,18.37395,17.32861,16.87436,16.49417,0.07791574,0.007623477,0.005527492,0.005265579,0.01125586
2039057567124056064,1237662263779918002,0.1161951,2.857594E-05,20.05584,18.42009,17.56919,17.14,16.77022,0.1305991,0.01065462,0.008214629,0.008228853,0.02316452
2042517747362981888,1237662263783457002,0.1393191,2.984113E-05,20.55302,18.56927,17.47152,17.03016,16.68576,0.1057149,0.009586887,0.006435498,0.006287229,0.01559342
2048116735197865984,1237662263786996002,0.08024959,3.704457E-06,19.03695,17.99067,17.51641,17.00638,16.83478,0.03169628,0.006712111,0.007665875,0.0064383,0.01723004
